,population,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time,relaxation_time,door_size
0,10.0,0,100.0,8.23,1.4729950900163666,5.083,2.15909471769999,,
1,10.0,1,100.0,9.38,1.4754098360655736,5.950000000000001,2.1189095728175324,,
2,10.0,2,100.0,8.9,1.3024602026049203,5.484,2.060044228219924,,
3,10.0,3,100.0,10.07,1.2552301255230125,6.8260000000000005,2.3106189646932274,,
4,10.0,4,100.0,9.57,1.2244897959183674,6.084999999999999,2.199460792507513,,
5,10.0,5,100.0,8.36,1.2295081967213115,4.906000000000001,2.372055835955151,,
6,10.0,6,100.0,8.48,1.5817223198594024,5.442,2.0419533132109886,,
7,10.0,7,100.0,9.08,1.2278308321964528,5.715000000000001,2.544716749136008,,
8,10.0,8,100.0,7.74,1.2096774193548387,4.189,2.3677061097657837,,
9,10.0,9,100.0,7.49,1.8181818181818181,4.997999999999999,1.6417253796607465,,
10,27.0,10,100.0,11.98,2.3614895549500456,6.06851851851852,3.057133780449745,,
11,27.0,11,100.0,13.290000000000001,2.2127659574468086,6.944814814814813,3.2645300879539607,,
12,27.0,12,100.0,12.870000000000001,2.587064676616915,7.000740740740741,2.784209494115432,,
13,27.0,13,100.0,12.530000000000001,2.4761904761904763,7.184074074074073,3.011553725314533,,
14,27.0,14,100.0,13.72,2.0392156862745097,7.190740740740741,3.408009712343878,,
15,27.0,15,100.0,12.81,2.172096908939014,6.604444444444446,3.3125418236353386,,
16,27.0,16,100.0,10.9,2.5024061597690084,5.580740740740741,3.2513475619596512,,
17,27.0,17,100.0,12.49,2.1469859620148637,6.525925925925926,3.244431038492383,,
18,27.0,18,100.0,12.5,2.4904214559386975,6.845555555555555,2.8859078472058153,,
19,27.0,19,100.0,13.1,2.3465703971119134,7.075925925925925,3.1818381954452524,,
20,44.0,20,100.0,15.31,2.9172320217096335,7.27477272727273,3.5556221374543133,,
21,44.0,21,100.0,12.67,3.547854785478548,6.388863636363637,3.1940862622571666,,
22,44.0,22,100.0,15.68,3.0824372759856633,8.142272727272728,3.6945005412736722,,
23,44.0,23,100.0,16.96,2.7301587301587302,8.084772727272727,4.1831286214297725,,
24,44.0,24,100.0,15.68,2.9351535836177476,7.662500000000002,4.1619098506156,,
25,44.0,25,100.0,14.370000000000001,3.2209737827715355,7.170227272727273,3.704869510074648,,
26,44.0,26,100.0,14.64,3.164091243561442,7.262954545454545,3.479855369585735,,
27,44.0,27,100.0,15.57,2.8215223097112863,7.323636363636364,4.131048119105836,,
28,44.0,28,100.0,15.950000000000001,2.7958387516254875,7.761363636363637,4.332627212485268,,
29,44.0,29,100.0,15.01,3.080229226361032,7.757272727272726,3.680742697827572,,
30,61.0,30,100.0,18.46,3.5398230088495577,8.978524590163936,4.274435961256789,,
31,61.0,31,100.0,16.79,3.7290242386575514,8.425409836065572,4.578509063647426,,
32,61.0,32,100.0,16.79,3.8412291933418694,8.532950819672132,4.076375982112173,,
33,61.0,33,100.0,17.88,3.4965034965034967,8.22295081967213,4.12147034615168,,
34,61.0,34,100.0,16.68,3.898635477582846,8.356229508196721,3.974584743062025,,
35,61.0,35,100.0,17.04,3.8684719535783367,8.391311475409836,3.8871585489531366,,
36,61.0,36,100.0,16.41,3.8486209108402822,8.138524590163934,4.087662264288141,,
37,61.0,37,100.0,19.2,3.278688524590164,8.900983606557379,4.584162120794462,,
38,61.0,38,100.0,16.82,3.8071065989847717,8.227704918032785,4.272394095992949,,
39,61.0,39,100.0,16.82,3.6877688998156115,7.61311475409836,4.389189956010717,,
40,78.0,40,100.0,19.56,4.1066666666666665,9.482948717948716,5.197241053555682,,
41,78.0,41,100.0,19.14,4.135338345864661,9.564871794871793,4.814131185817341,,
42,78.0,42,100.0,22.27,3.5981308411214954,9.851153846153846,5.289163629355959,,
43,78.0,43,100.0,18.78,4.273029966703663,9.227307692307692,4.60705266040928,,
44,78.0,44,100.0,18.93,4.074074074074074,9.236923076923077,4.670037211034571,,
45,78.0,45,100.0,20.92,3.804347826086956,10.26602564102564,5.423835404290998,,
46,78.0,46,100.0,19.01,4.223806911684037,9.155641025641026,4.826163701870884,,
47,78.0,47,100.0,21.400000000000002,3.7180106228874936,9.060128205128207,5.154584264942125,,
48,78.0,48,100.0,22.36,3.4482758620689657,12.057307692307692,5.908971315549942,,
49,78.0,49,100.0,21.32,3.7968441814595657,9.959487179487182,5.548262369248171,,
50,95.0,50,100.0,23.0,4.209583519928348,10.477473684210526,6.032746096490854,,
51,95.0,51,100.0,24.59,3.9679189531447867,11.787894736842103,6.147328410337817,,
52,95.0,52,100.0,23.36,4.1191936897458366,9.851052631578945,5.637629174570318,,
53,95.0,53,100.0,24.13,3.9695945945945947,10.87042105263158,6.013383462901107,,
54,95.0,54,100.0,23.36,4.140969162995595,10.97094736842105,5.984915626004425,,
55,95.0,55,100.0,23.23,4.232327780279153,11.09315789473684,5.805901667866214,,
56,95.0,56,100.0,23.26,4.111986001749781,11.347473684210525,5.873450718024803,,
57,95.0,57,100.0,22.55,4.380242311276794,10.778105263157894,6.082401592934978,,
58,95.0,58,100.0,21.79,4.372093023255814,10.635789473684211,5.625909775873676,,
59,95.0,59,100.0,22.14,4.512722035525684,11.607052631578949,5.5710218845043125,,
60,112.0,60,100.0,29.32,3.925035360678925,14.338571428571429,8.022738839158263,,
61,112.0,61,100.0,29.8,3.813122638268636,14.692410714285714,7.825465618997914,,
62,112.0,62,100.0,25.47,4.5066991473812426,12.609107142857141,6.856911625029306,,
63,112.0,63,100.0,26.04,4.322429906542056,12.419642857142858,7.184278622851381,,
64,112.0,64,100.0,27.95,4.132539091586001,14.080357142857142,7.29633586044509,,
65,112.0,65,100.0,27.810000000000002,4.112634309003334,13.044375000000002,7.24270279315671,,
66,112.0,66,100.0,28.490000000000002,4.026115342763874,14.27357142857143,7.52928395398373,,
67,112.0,67,100.0,26.05,4.408260524225576,13.404821428571429,6.585826028094689,,
68,112.0,68,100.0,27.330000000000002,4.157303370786517,12.872857142857143,7.500533726182836,,
69,112.0,69,100.0,23.91,4.661906761864763,11.235714285714286,5.940890780765395,,
70,129.0,70,100.0,36.95,3.4963124829281615,19.431627906976743,10.340442884517332,,
71,129.0,71,100.0,32.59,4.0,15.42906976744186,9.145117843850182,,
72,129.0,72,100.0,31.17,4.286671131949095,15.268449612403101,8.320417136629592,,
73,129.0,73,100.0,28.060000000000002,4.70242468772961,13.475736434108526,7.492015622396974,,
74,129.0,74,100.0,29.19,4.478656403079076,13.327674418604651,7.672767540914987,,
75,129.0,75,100.0,29.54,4.489652753419853,14.734186046511628,7.346043758555776,,
76,129.0,76,100.0,29.64,4.328711531958065,13.950000000000001,7.885542150036357,,
77,129.0,77,100.0,33.08,3.9348293882569934,16.304651162790698,8.681376353158203,,
78,129.0,78,100.0,37.160000000000004,3.525199669512531,19.358604651162793,10.185173027508698,,
79,129.0,79,100.0,35.480000000000004,3.677104280379201,17.423720930232555,10.215449548796746,,
80,146.0,80,100.0,40.09,3.6268134067033513,19.923356164383563,11.523140213614383,,
81,146.0,81,100.0,37.51,3.908355795148248,18.83417808219178,9.705350373454648,,
82,146.0,82,100.0,34.94,4.217568353694008,16.61650684931507,9.401224175053372,,
83,146.0,83,100.0,36.480000000000004,4.023307436182019,18.178561643835618,10.188482949557073,,
84,146.0,84,100.0,36.2,4.061624649859944,17.455616438356163,10.6890184041833,,
85,146.0,85,100.0,33.660000000000004,4.393939393939393,16.298904109589042,9.172944334087004,,
86,146.0,86,100.0,33.4,4.389948531637905,17.24568493150685,9.110626149611138,,
87,146.0,87,100.0,34.910000000000004,4.2571931884908985,16.385342465753425,9.319362503310796,,
88,146.0,88,100.0,38.99,3.769170782427866,20.21253424657534,10.676740869866016,,
89,146.0,89,100.0,42.65,3.417393353759133,21.196301369863015,12.174026733806953,,
90,163.0,90,100.0,41.92,3.897041135434207,20.438650306748468,11.416148002024164,,
91,163.0,91,100.0,46.37,3.5148622260794102,24.06042944785276,12.999113139250259,,
92,163.0,92,100.0,45.83,3.5604395604395602,23.14092024539877,13.182056351030672,,
93,163.0,93,100.0,35.64,4.639175257731958,16.454846625766873,9.502218412575127,,
94,163.0,94,100.0,49.67,3.307472437729685,21.97803680981595,13.363926054078703,,
95,163.0,95,100.0,45.82,3.5872453498671386,23.594662576687117,12.756970124922248,,
96,163.0,96,100.0,48.22,3.402646502835539,24.076993865030676,14.069108623170816,,
97,163.0,97,100.0,42.11,3.8709677419354835,21.16484662576687,12.278194430126339,,
98,163.0,98,100.0,41.24,3.951219512195122,20.70239263803681,11.217481387744305,,
99,163.0,99,100.0,39.980000000000004,4.098153301290159,20.199877300613494,11.98981733547006,,
100,180.0,100,100.0,44.82,3.9946440526668154,21.549111111111113,11.817324101764022,,
101,180.0,101,100.0,42.33,4.305989896560019,20.715555555555554,11.250547508575146,,
102,180.0,102,100.0,45.47,3.996427774056709,22.48322222222222,11.793168539292205,,
103,180.0,103,100.0,43.34,4.190074906367041,21.454777777777778,11.081341933921479,,
104,180.0,104,100.0,40.14,4.531645569620253,19.66211111111111,11.03480739701701,,
105,180.0,105,100.0,50.15,3.5907723169508525,24.41161111111111,13.337143000783172,,
106,180.0,106,100.0,43.26,4.1793135652579965,20.383277777777778,12.506057876467679,,
107,180.0,107,99.44444444444444,43.79,4.125144843568946,22.763016759776537,11.804743088579183,,
108,180.0,108,100.0,37.52,4.82740021574973,17.878999999999998,10.180597555751763,,
109,180.0,109,100.0,41.09,4.4088669950738915,19.402333333333335,10.942582656554656,,
110,197.0,110,100.0,41.47,4.786324786324787,19.286091370558378,11.247088578001186,,
111,197.0,111,100.0,45.77,4.31338028169014,22.06086294416244,12.430794331856504,,
112,197.0,112,100.0,44.96,4.381846635367761,22.053045685279187,12.124845038477229,,
113,197.0,113,100.0,46.97,4.209621993127148,23.78203045685279,12.542871539980604,,
114,197.0,114,100.0,55.65,3.5539437896645514,27.858883248730965,15.950162489466408,,
115,197.0,115,100.0,44.62,4.475907741493492,21.494111675126906,12.264353433863947,,
116,197.0,116,100.0,49.15,4.010640474728873,22.87827411167513,13.292964038335448,,
117,197.0,117,100.0,46.72,4.20330259489599,23.359238578680195,12.49296581382671,,
118,197.0,118,100.0,41.12,4.788663571952114,19.4089847715736,10.905044797032112,,
119,197.0,119,100.0,49.72,3.958796202787316,25.16862944162436,13.179917494157626,,
120,214.0,120,100.0,47.79,4.544484745039471,22.967757009345796,12.848524754718078,,
121,214.0,121,100.0,49.39,4.370127205580632,24.65523364485981,13.899557181840617,,
122,214.0,122,100.0,46.02,4.629428385133666,21.42700934579439,12.06777042509411,,
123,214.0,123,100.0,46.52,4.643557880967952,23.385327102803743,12.5903296460707,,
124,214.0,124,100.0,45.61,4.724933451641526,23.124672897196263,11.934642070372304,,
125,214.0,125,100.0,51.7,4.12071967498549,25.383738317757015,14.270191955528588,,
126,214.0,126,100.0,47.63,4.515581937672249,23.79724299065421,12.818547974533626,,
127,214.0,127,100.0,50.03,4.3169841913254965,25.41691588785047,13.771347911785758,,
128,214.0,128,100.0,53.370000000000005,4.018109790605545,27.76378504672897,14.152931917107912,,
129,214.0,129,100.0,44.83,4.837610719963661,22.110981308411215,11.975302890290624,,
130,231.0,130,100.0,52.21,4.466019417475728,26.463160173160176,13.746044394356666,,
131,231.0,131,100.0,53.15,4.368471035137702,25.09796536796537,14.092259352863211,,
132,231.0,132,100.0,52.9,4.357711254262978,25.83943722943723,14.262385925594915,,
133,231.0,133,100.0,56.0,4.114490161001789,26.34844155844156,15.11606177705214,,
134,231.0,134,100.0,47.79,4.871849184494811,22.953722943722948,13.157149915749793,,
135,231.0,135,100.0,56.85,4.074402125775022,29.17935064935065,14.999811158608022,,
136,231.0,136,100.0,55.51,4.173471239339503,25.809090909090916,15.225852172780078,,
137,231.0,137,100.0,52.2,4.472967716841696,26.581428571428564,14.144081298422938,,
138,231.0,138,100.0,56.15,4.152374074742733,27.7951948051948,14.967948302119748,,
139,231.0,139,100.0,51.120000000000005,4.51955197484771,25.765281385281387,13.805045384664695,,
140,248.0,140,100.0,59.19,4.202109561075195,28.237701612903226,15.983540089896904,,
141,248.0,141,100.0,58.2,4.257152705963461,28.6621370967742,16.244638326589335,,
142,248.0,142,100.0,56.980000000000004,4.396582413670345,28.955806451612904,14.707731096361302,,
143,248.0,143,100.0,55.01,4.535438854204921,28.136572580645165,14.600802399709355,,
144,248.0,144,100.0,51.17,4.848841774636827,23.657741935483866,13.788371462687394,,
145,248.0,145,100.0,56.370000000000005,4.4186046511627906,27.890120967741932,15.781059843460401,,
146,248.0,146,100.0,53.61,4.648099360180654,26.721129032258066,14.372076598900376,,
147,248.0,147,100.0,50.85,4.85837922895358,25.283991935483872,14.114742622647372,,
148,248.0,148,100.0,56.27,4.39033060789193,25.96258064516129,15.62823155873335,,
149,248.0,149,100.0,53.870000000000005,4.636756147925661,24.793104838709677,14.893951155056447,,
150,265.0,150,100.0,56.99,4.633204633204633,27.01230188679245,15.414702900626395,,
151,265.0,151,100.0,60.36,4.404404404404405,28.745924528301888,15.901985248476596,,
152,265.0,152,100.0,53.88,4.900686838685725,25.899094339622643,14.785258140038728,,
153,265.0,153,100.0,55.230000000000004,4.822798684691268,26.290943396226417,15.338976777358043,,
154,265.0,154,100.0,57.58,4.608938547486034,28.260867924528302,15.790097863272807,,
155,265.0,155,100.0,59.4,4.482173174872665,27.07418867924528,16.114304868769835,,
156,265.0,156,100.0,62.96,4.239601734382528,30.694188679245286,16.612754985908904,,
157,265.0,157,100.0,58.21,4.539202200825309,28.057962264150945,16.173704165650012,,
158,265.0,158,100.0,60.69,4.374482187241094,28.608188679245288,15.996282988055764,,
159,265.0,159,100.0,58.95,4.527525295832619,29.12498113207547,15.4933980105244,,
160,282.0,160,100.0,65.92,4.284189663058393,30.155957446808507,17.994685236671025,,
161,282.0,161,100.0,64.85,4.353214562354764,31.643120567375888,18.22788754018366,,
162,282.0,162,100.0,66.26,4.262742718446602,31.007730496453902,18.707658388358173,,
163,282.0,163,100.0,60.75,4.644628099173554,28.98354609929078,16.584116661996845,,
164,282.0,164,100.0,56.95,4.935019318580962,25.749574468085108,15.96848249741457,,
165,282.0,165,100.0,61.22,4.60655737704918,30.16691489361702,16.995433552064046,,
166,282.0,166,100.0,66.53,4.2427902763098295,32.69790780141844,17.65761409321143,,
167,282.0,167,100.0,58.660000000000004,4.849007765314926,27.629148936170214,15.315786984210462,,
168,282.0,168,100.0,66.42,4.251134644478063,31.556312056737585,17.495169599189637,,
169,282.0,169,100.0,59.54,4.7498309668695065,29.419397163120568,16.543867427459592,,
170,299.0,170,100.0,64.03,4.686271426324893,31.49418060200669,16.429684000507596,,
171,299.0,171,100.0,70.71000000000001,4.237167638276695,33.33163879598662,19.339209649198985,,
172,299.0,172,100.0,65.29,4.593802990596577,29.768127090301004,17.474667758185323,,
173,299.0,173,100.0,76.24,3.9313984168865437,34.12899665551839,20.60101296615126,,
174,299.0,174,100.0,65.56,4.558666054765182,30.92896321070235,17.683069518021437,,
175,299.0,175,100.0,63.31,4.7092288242730715,29.912240802675587,18.035505232424164,,
176,299.0,176,100.0,68.18,4.388160801060226,32.111404682274255,19.31958701203389,,
177,299.0,177,100.0,64.18,4.6439146018388655,31.19956521739131,17.59334360126223,,
178,299.0,178,100.0,67.86,4.43254499479399,32.79538461538461,18.621822266705873,,
179,299.0,179,100.0,64.48,4.640298972282778,29.97454849498328,17.5974954759762,,
180,316.0,180,100.0,69.38,4.59250619623852,34.115411392405065,19.08277681421994,,
181,316.0,181,100.0,68.28,4.659763313609468,32.883006329113925,19.02637928537826,,
182,316.0,182,100.0,65.42,4.856614246068455,31.76481012658228,18.629806079694127,,
183,316.0,183,100.0,76.54,4.125196437925616,37.18506329113924,20.927303506650674,,
184,316.0,184,100.0,68.60000000000001,4.592506196238518,33.735822784810125,18.45494142852802,,
185,316.0,185,100.0,71.04,4.444758007619585,35.7196835443038,19.50836687968104,,
186,316.0,186,100.0,67.78,4.670126019273535,31.41025316455696,18.199168268082747,,
187,316.0,187,100.0,69.82000000000001,4.55531453362256,34.03696202531645,19.595227576052377,,
188,316.0,188,100.0,71.55,4.437244682349627,34.421329113924045,19.270102794741696,,
189,316.0,189,100.0,73.99,4.28163653663178,33.30835443037975,19.91403832382747,,
190,333.0,190,100.0,67.03,4.967085577498503,32.091321321321324,18.927004900773696,,
191,333.0,191,100.0,67.57000000000001,4.9141503848431025,32.61885885885886,19.051518862889417,,
192,333.0,192,100.0,69.92,4.765322233385962,33.90426426426426,19.288715921018728,,
193,333.0,193,100.0,72.4,4.59579180509413,35.42603603603604,19.307644716034766,,
194,333.0,194,100.0,71.37,4.67869222096956,32.11930930930931,19.226259522964966,,
195,333.0,195,100.0,69.68,4.780417566594672,32.30312312312312,18.868957610346687,,
196,333.0,196,100.0,72.45,4.620737647877522,34.183573573573575,19.297577088023647,,
197,333.0,197,100.0,73.65,4.559187036528426,34.638438438438435,19.755551437872384,,
198,333.0,198,100.0,71.58,4.660957461743647,34.50942942942943,20.1510023511935,,
199,333.0,199,100.0,73.93,4.5071952212869935,35.19048048048048,20.401384928415002,,
0,,0,100.0,21.79,4.652255639097745,11.550300000000002,6.545164682204087,0.06,
1,,1,100.0,20.34,5.01773948302078,10.203600000000002,5.9818615595123665,0.06,
2,,2,100.0,22.23,4.475587703435805,11.739699999999997,6.308833546478439,0.06,
3,,3,100.0,21.95,4.5246800731261425,11.555900000000001,6.834894440304182,0.06,
4,,4,100.0,23.47,4.24892703862661,11.0727,7.033683727448782,0.06,
5,,5,100.0,24.85,4.077429983525535,13.722799999999998,7.244270335021237,0.06,
6,,6,100.0,24.82,4.02766476810415,14.418399999999997,7.312703174419957,0.06,
7,,7,100.0,20.85,4.957436154231346,11.037299999999998,5.686211899646088,0.06,
8,,8,100.0,20.91,4.881656804733727,10.595900000000002,5.976268741506449,0.06,
9,,9,100.0,20.11,5.097837281153451,10.5011,6.007907566135845,0.06,
10,,10,100.0,21.01,4.850563449289564,11.076799999999999,6.2138369349819165,0.09947368421052631,
